,col_room_number,col_region,col_area,col_price,col_price_sq_m,col_floor,col_layout,flat_type,city_area,premises_area,floor,floor_tot,layout,status,price
275,3-комн.,"Железнодорожный р-н, Пушкина, 32",97.80 м 2,14 800 000 руб.,151 329 руб./м2,12 эт. из 24,"Железнодорожный р-н, Пушкина, 32
Планировка: индивидуальная
Готовое",3_room_ap,Zheleznodorozhniy,97.8,12,24,individual,finished,172093.02325581395
276,3-комн.,"Октябрьский р-н, Академика Курчатова, 15/2",65.10 м 2,4 500 000 руб.,69 124 руб./м2,3 эт. из 3,"Октябрьский р-н, Академика Курчатова, 15/2
Планировка: индивидуальная
Готовое",3_room_ap,Oktyabrskiy,65.1,3,3,individual,finished,52325.58139534884
277,2-комн.,"Ленинский р-н, Текстильщиков, 6",44.00 м 2,3 650 000 руб.,82 955 руб./м2,2 эт. из 2,"Ленинский р-н, Текстильщиков, 6
Планировка: улучшенная
Готовое",2_room_ap,Leninsky,44.0,2,2,improved,finished,42441.86046511628
278,1-комн.,"Ленинский р-н, 26 Бакинских Комиссаров, 5г",42.10 м 2,4 000 000 руб.,95 012 руб./м2,3 эт. из 14,"Ленинский р-н, 26 Бакинских Комиссаров, 5г
Планировка: новая
Готовое",1_room_ap,Leninsky,42.1,3,14,new,finished,46511.62790697674
279,2-комн.,"Кировский р-н, Транзитная, 4",44.70 м 2,4 300 000 руб.,96 197 руб./м2,4 эт. из 5,"Кировский р-н, Транзитная, 4
Планировка: улучшенная
Готовое",2_room_ap,Kirovsky,44.7,4,5,improved,finished,50000.0
280,2-комн.,"Советский р-н, Авиаторов, 27",83.70 м 2,10 400 000 руб.,124 253 руб./м2,6 эт. из 12,"Советский р-н, Авиаторов, 27
Планировка: новая
Готовое",2_room_ap,Sovietskiy,83.7,6,12,new,finished,120930.23255813954
282,1-комн.,"Октябрьский р-н, Калинина, 175а",22.10 м 2,2 575 000 руб.,116 516 руб./м2,17 эт. из 25,"Октябрьский р-н, Калинина, 175а
Планировка: студия
Готовое",1_room_ap,Oktyabrskiy,22.1,17,25,studio,finished,29941.86046511628
283,1-комн.,"Центральный р-н, Дмитрия Мартынова, 21",40.10 м 2,4 700 000 руб.,117 207 руб./м2,5 эт. из 14,"Центральный р-н, Дмитрия Мартынова, 21
Планировка: индивидуальная
Готовое",1_room_ap,Central,40.1,5,14,individual,finished,54651.16279069767
284,2-комн.,"Октябрьский р-н, Норильская, 16ж",57.20 м 2,4 680 000 руб.,81 818 руб./м2,15 эт. из 16,"Октябрьский р-н, Норильская, 16ж
Планировка: новая
Готовое",2_room_ap,Oktyabrskiy,57.2,15,16,new,finished,54418.604651162794
285,3-комн.,"Советский р-н, 60 лет Образования СССР, 32",85.20 м 2,8 000 000 руб.,93 897 руб./м2,7 эт. из 9,"Советский р-н, 60 лет Образования СССР, 32
Планировка: индивидуальная
Готовое",3_room_ap,Sovietskiy,85.2,7,9,individual,finished,93023.25581395348
286,2-комн.,"Советский р-н, 9 Мая, 75",53.10 м 2,6 300 000 руб.,118 644 руб./м2,10 эт. из 10,"Советский р-н, 9 Мая, 75
Планировка: новая
Готовое",2_room_ap,Sovietskiy,53.1,10,10,new,finished,73255.81395348837
287,3-комн.,"Ленинский р-н, Красноярский Рабочий, 40",76.20 м 2,8 300 000 руб.,108 924 руб./м2,2 эт. из 4,"Ленинский р-н, Красноярский Рабочий, 40
Планировка: сталинка
Готовое",3_room_ap,Leninsky,76.2,2,4,stalinka,finished,96511.62790697675
288,2-комн.,"Советский р-н, Алексеева, 45",66.30 м 2,7 670 000 руб.,115 686 руб./м2,4 эт. из 20,"Советский р-н, Алексеева, 45
Планировка: новая
Готовое",2_room_ap,Sovietskiy,66.3,4,20,new,finished,89186.04651162791
289,3-комн.,"Свердловский р-н, Лесников, 23",61.10 м 2,7 300 000 руб.,119 476 руб./м2,22 эт. из 25,"Свердловский р-н, Лесников, 23
Планировка: индивидуальная
Готовое",3_room_ap,Sverdlovsky,61.1,22,25,individual,finished,84883.72093023256
290,2-комн.,"Октябрьский р-н, Калинина, 189",56.17 м 2,5 300 000 руб.,94 356 руб./м2,7 эт. из 18,"Октябрьский р-н, Калинина, 189
Планировка: новая
Готовое",2_room_ap,Oktyabrskiy,56.17,7,18,new,finished,61627.90697674418
291,1-комн.,"Советский р-н, Комсомольский, 23",38.60 м 2,4 060 000 руб.,105 181 руб./м2,4 эт. из 9,"Советский р-н, Комсомольский, 23
Планировка: новая
Готовое",1_room_ap,Sovietskiy,38.6,4,9,new,finished,47209.3023255814
292,2-комн.,"Свердловский р-н, Свердловская, 45",51.70 м 2,4 200 000 руб.,81 238 руб./м2,1 эт. из 5,"Свердловский р-н, Свердловская, 45
Планировка: улучшенная
Готовое",2_room_ap,Sverdlovsky,51.7,1,5,improved,finished,48837.20930232558
293,1-комн.,"Советский р-н, 9 Мая, 83./1",42.60 м 2,5 800 000 руб.,136 150 руб./м2,24 эт. из 25,"Советский р-н, 9 Мая, 83./1
Планировка: новая
Готовое",1_room_ap,Sovietskiy,42.6,24,25,new,finished,67441.86046511628
294,1-комн.,"Советский р-н, 9 Мая, 63",32.60 м 2,3 950 000 руб.,121 166 руб./м2,9 эт. из 10,"Советский р-н, 9 Мая, 63
Планировка: новая
Готовое",1_room_ap,Sovietskiy,32.6,9,10,new,finished,45930.232558139534
295,1-комн.,"Советский р-н, 9 Мая, 65",29.90 м 2,4 400 000 руб.,147 157 руб./м2,4 эт. из 10,"Советский р-н, 9 Мая, 65
Планировка: новая
Готовое",1_room_ap,Sovietskiy,29.9,4,10,new,finished,51162.79069767442
296,2-комн.,"Свердловский р-н, Карамзина, 30",44.00 м 2,6 000 000 руб.,136 364 руб./м2,7 эт. из 9,"Свердловский р-н, Карамзина, 30
Планировка: индивидуальная
Готовое",2_room_ap,Sverdlovsky,44.0,7,9,individual,finished,69767.44186046511
297,4-комн.,"Ленинский р-н, Борисевича, 21",81.10 м 2,6 000 000 руб.,73 983 руб./м2,9 эт. из 10,"Ленинский р-н, Борисевича, 21
Планировка: новая
Готовое",4_room_ap,Leninsky,81.1,9,10,new,finished,69767.44186046511
299,2-комн.,"Советский р-н, Краснодарская, 34",38.90 м 2,4 480 000 руб.,115 167 руб./м2,2 эт. из 5,"Советский р-н, Краснодарская, 34
Планировка: улучшенная
Готовое",2_room_ap,Sovietskiy,38.9,2,5,improved,finished,52093.023255813954
300,2-комн.,"Советский р-н, 9 Мая, 38",54.10 м 2,5 900 000 руб.,109 057 руб./м2,6 эт. из 10,"Советский р-н, 9 Мая, 38
Планировка: новая
Готовое",2_room_ap,Sovietskiy,54.1,6,10,new,finished,68604.6511627907
301,1-комн.,"Советский р-н, 9 Мая, 63",32.60 м 2,4 050 000 руб.,124 233 руб./м2,9 эт. из 10,"Советский р-н, 9 Мая, 63
Планировка: новая
Готовое",1_room_ap,Sovietskiy,32.6,9,10,new,finished,47093.023255813954
302,2-комн.,"Советский р-н, Краснодарская, 8",58.10 м 2,8 500 000 руб.,146 299 руб./м2,8 эт. из 16,"Советский р-н, Краснодарская, 8
Планировка: индивидуальная
Готовое",2_room_ap,Sovietskiy,58.1,8,16,individual,finished,98837.20930232559
303,1-комн.,"Советский р-н, 60 лет Образования СССР, 3к",36.50 м 2,3 050 000 руб.,83 562 руб./м2,3 эт. из 17,"Советский р-н, 60 лет Образования СССР, 3к
Планировка: новая
Готовое",1_room_ap,Sovietskiy,36.5,3,17,new,finished,35465.11627906977
304,1-комн.,"Железнодорожный р-н, Красной Армии, 28",35.80 м 2,4 500 000 руб.,125 698 руб./м2,4 эт. из 5,"Железнодорожный р-н, Красной Армии, 28
Планировка: хрущевка
Готовое",1_room_ap,Zheleznodorozhniy,35.8,4,5,khrushchevka,finished,52325.58139534884
306,1-комн.,"Центральный р-н, Петра Подзолкова, 5а",39.90 м 2,5 000 000 руб.,125 313 руб./м2,4 эт. из 16,"Центральный р-н, Петра Подзолкова, 5а
Планировка: новая
Готовое",1_room_ap,Central,39.9,4,16,new,finished,58139.53488372093
307,3-комн.,"Железнодорожный р-н, Железнодорожников, 16",58.50 м 2,5 000 000 руб.,85 470 руб./м2,8 эт. из 9,"Железнодорожный р-н, Железнодорожников, 16
Планировка: новая
Готовое",3_room_ap,Zheleznodorozhniy,58.5,8,9,new,finished,58139.53488372093
308,3-комн.,"Октябрьский р-н, Норильская, 10б",79.50 м 2,7 450 000 руб.,93 711 руб./м2,4 эт. из 9,"Октябрьский р-н, Норильская, 10б
Планировка: новая
Готовое",3_room_ap,Oktyabrskiy,79.5,4,9,new,finished,86627.90697674418
309,1-комн.,"Советский р-н, Преображенский, 13",30.20 м 2,4 100 000 руб.,135 762 руб./м2,24 эт. из 25,"Советский р-н, Преображенский, 13
Планировка: студия
Строится",1_room_ap,Sovietskiy,30.2,24,25,studio,under_construction,47674.41860465116
310,3-комн.,"Советский р-н, Партизана Железняка, 4",73.80 м 2,8 800 000 руб.,119 241 руб./м2,17 эт. из 25,"Советский р-н, Партизана Железняка, 4
Планировка: индивидуальная
Строится",3_room_ap,Sovietskiy,73.8,17,25,individual,under_construction,102325.58139534884
311,1-комн.,"Октябрьский р-н, Норильская, 40",26.30 м 2,2 545 000 руб.,96 768 руб./м2,16 эт. из 17,"Октябрьский р-н, Норильская, 40
Планировка: студия
Готовое",1_room_ap,Oktyabrskiy,26.3,16,17,studio,finished,29593.023255813954
312,2-комн.,"Центральный р-н, Дмитрия Мартынова, 19",54.00 м 2,8 500 000 руб.,157 407 руб./м2,5 эт. из 10,"Центральный р-н, Дмитрия Мартынова, 19
Планировка: новая
Готовое",2_room_ap,Central,54.0,5,10,new,finished,98837.20930232559
313,Комнат.,"Свердловский р-н, Ключевская, 59",12.10 м 2,749 000 руб.,61 901 руб./м2,9 эт. из 9,"Свердловский р-н, Ключевская, 59
Планировка: комната в общежитии
Готовое",room,Sverdlovsky,12.1,9,9,dorm_room,finished,8709.302325581395
314,1-комн.,"Советский р-н, Воронова, 14/6",40.00 м 2,3 500 000 руб.,87 500 руб./м2,6 эт. из 6,"Советский р-н, Воронова, 14/6
Планировка: индивидуальная
Готовое",1_room_ap,Sovietskiy,40.0,6,6,individual,finished,40697.67441860465
315,1-комн.,"Центральный р-н, Горького, 6а",36.00 м 2,4 450 000 руб.,123 611 руб./м2,2 эт. из 4,"Центральный р-н, Горького, 6а
Планировка: сталинка
Готовое",1_room_ap,Central,36.0,2,4,stalinka,finished,51744.186046511626
316,1-комн.,"Советский р-н, 9 Мая, 12",34.40 м 2,4 050 000 руб.,117 733 руб./м2,9 эт. из 10,"Советский р-н, 9 Мая, 12
Планировка: новая
Готовое",1_room_ap,Sovietskiy,34.4,9,10,new,finished,47093.023255813954
317,2-комн.,"Центральный р-н, Красной Армии, 22",46.00 м 2,5 200 000 руб.,113 043 руб./м2,2 эт. из 5,"Центральный р-н, Красной Армии, 22
Планировка: хрущевка
Готовое",2_room_ap,Central,46.0,2,5,khrushchevka,finished,60465.11627906977
318,1-комн.,"Советский р-н, Алексеева, 17",44.30 м 2,5 480 000 руб.,123 702 руб./м2,12 эт. из 17,"Советский р-н, Алексеева, 17
Планировка: новая
Готовое",1_room_ap,Sovietskiy,44.3,12,17,new,finished,63720.93023255814
320,2-комн.,"Советский р-н, Урванцева, 10",45.80 м 2,5 200 000 руб.,113 537 руб./м2,5 эт. из 10,"Советский р-н, Урванцева, 10
Планировка: новая
Готовое",2_room_ap,Sovietskiy,45.8,5,10,new,finished,60465.11627906977
321,Секцио.,"Советский р-н, Воронова, 12б",12.00 м 2,1 400 000 руб.,116 667 руб./м2,9 эт. из 9,"Советский р-н, Воронова, 12б
Планировка: секционка
Готовое",sectional_ap,Sovietskiy,12.0,9,9,section,finished,16279.06976744186
322,2-комн.,"Советский р-н, Комсомольский, 20",60.00 м 2,7 050 000 руб.,117 500 руб./м2,4 эт. из 19,"Советский р-н, Комсомольский, 20
Планировка: новая
Готовое",2_room_ap,Sovietskiy,60.0,4,19,new,finished,81976.74418604652
323,1-комн.,"Ленинский р-н, Глинки, 24",35.70 м 2,1 250 000 руб.,35 014 руб./м2,3 эт. из 3,"Ленинский р-н, Глинки, 24
Планировка: комната в квартире
Готовое",1_room_ap,Leninsky,35.7,3,3,room_in_flat,finished,14534.883720930233
324,2-комн.,"Железнодорожный р-н, Мечникова, 55",48.70 м 2,4 500 000 руб.,92 402 руб./м2,1 эт. из 2,"Железнодорожный р-н, Мечникова, 55
Планировка: сталинка
Готовое",2_room_ap,Zheleznodorozhniy,48.7,1,2,stalinka,finished,52325.58139534884
325,1-комн.,"Железнодорожный р-н, Горького, 37",32.00 м 2,4 700 000 руб.,146 875 руб./м2,6 эт. из 9,"Железнодорожный р-н, Горького, 37
Планировка: новая
Готовое",1_room_ap,Zheleznodorozhniy,32.0,6,9,new,finished,54651.16279069767
326,3-комн.,"Октябрьский р-н, Елены Стасовой, 40и",98.50 м 2,11 500 000 руб.,116 751 руб./м2,8 эт. из 16,"Октябрьский р-н, Елены Стасовой, 40и
Планировка: новая
Готовое",3_room_ap,Oktyabrskiy,98.5,8,16,new,finished,133720.93023255814
327,1-комн.,"Октябрьский р-н, Крупской, 34",32.40 м 2,3 500 000 руб.,108 025 руб./м2,5 эт. из 5,"Октябрьский р-н, Крупской, 34
Планировка: хрущевка
Готовое",1_room_ap,Oktyabrskiy,32.4,5,5,khrushchevka,finished,40697.67441860465
328,1-комн.,"Центральный р-н, Линейная, 88",40.30 м 2,4 600 000 руб.,114 144 руб./м2,6 эт. из 10,"Центральный р-н, Линейная, 88
Планировка: новая
Готовое",1_room_ap,Central,40.3,6,10,new,finished,53488.37209302326
329,3-комн.,"Свердловский р-н, Красноярский Рабочий, 115а",68.00 м 2,6 400 000 руб.,94 118 руб./м2,3 эт. из 9,"Свердловский р-н, Красноярский Рабочий, 115а
Планировка: новая
Готовое",3_room_ap,Sverdlovsky,68.0,3,9,new,finished,74418.6046511628
331,3-комн.,"Центральный р-н, Мужества, 10б",52.90 м 2,8 450 000 руб.,159 735 руб./м2,14 эт. из 17,"Центральный р-н, Мужества, 10б
Планировка: индивидуальная
Готовое",3_room_ap,Central,52.9,14,17,individual,finished,98255.81395348837
332,2-комн.,"Центральный р-н, Петра Подзолкова, 4",62.00 м 2,8 600 000 руб.,138 710 руб./м2,8 эт. из 9,"Центральный р-н, Петра Подзолкова, 4
Планировка: новая
Готовое",2_room_ap,Central,62.0,8,9,new,finished,100000.0
333,2-комн.,"Советский р-н, 9 Мая, 38",54.10 м 2,5 970 000 руб.,110 351 руб./м2,6 эт. из 9,"Советский р-н, 9 Мая, 38
Планировка: новая
Готовое",2_room_ap,Sovietskiy,54.1,6,9,new,finished,69418.6046511628
334,3-комн.,"Октябрьский р-н, Ботаническая, 1и",94.00 м 2,8 300 000 руб.,88 298 руб./м2,9 эт. из 10,"Октябрьский р-н, Ботаническая, 1и
Планировка: новая
Готовое",3_room_ap,Oktyabrskiy,94.0,9,10,new,finished,96511.62790697675
335,2-комн.,"Советский р-н, Молокова, 1г",53.10 м 2,6 900 000 руб.,129 944 руб./м2,10 эт. из 10,"Советский р-н, Молокова, 1г
Планировка: новая
Готовое",2_room_ap,Sovietskiy,53.1,10,10,new,finished,80232.55813953489
337,2-комн.,"Октябрьский р-н, Норильская, 36",60.10 м 2,5 750 000 руб.,95 674 руб./м2,16 эт. из 16,"Октябрьский р-н, Норильская, 36
Планировка: новая
Готовое",2_room_ap,Oktyabrskiy,60.1,16,16,new,finished,66860.46511627907
338,1-комн.,"Советский р-н, 9 Мая, 63",32.60 м 2,4 100 000 руб.,125 767 руб./м2,9 эт. из 10,"Советский р-н, 9 Мая, 63
Планировка: новая
Готовое",1_room_ap,Sovietskiy,32.6,9,10,new,finished,47674.41860465116
339,2-комн.,"Советский р-н, Партизана Железняка, 48ж",63.00 м 2,10 500 000 руб.,166 667 руб./м2,9 эт. из 17,"Советский р-н, Партизана Железняка, 48ж
Планировка: новая
Готовое",2_room_ap,Sovietskiy,63.0,9,17,new,finished,122093.02325581395
340,1-комн.,"Советский р-н, Мате Залки, 8б",36.50 м 2,4 450 000 руб.,121 918 руб./м2,6 эт. из 15,"Советский р-н, Мате Залки, 8б
Планировка: новая
Готовое",1_room_ap,Sovietskiy,36.5,6,15,new,finished,51744.186046511626
341,1-комн.,"Октябрьский р-н, Норильская, 36",44.00 м 2,4 600 000 руб.,104 545 руб./м2,11 эт. из 17,"Октябрьский р-н, Норильская, 36
Планировка: новая
Готовое",1_room_ap,Oktyabrskiy,44.0,11,17,new,finished,53488.37209302326
342,3-комн.,"Советский р-н, 9 Мая, 59",68.80 м 2,9 000 000 руб.,130 814 руб./м2,5 эт. из 10,"Советский р-н, 9 Мая, 59
Планировка: индивидуальная
Готовое",3_room_ap,Sovietskiy,68.8,5,10,individual,finished,104651.16279069768
343,3-комн.,"Центральный р-н, Марковского, 33",116.00 м 2,15 900 000 руб.,137 069 руб./м2,5 эт. из 6,"Центральный р-н, Марковского, 33
Планировка: 2х-уровневая
Готовое",3_room_ap,Central,116.0,5,6,2-level,finished,184883.72093023255
344,2-комн.,"Ленинский р-н, Московская, 3",42.00 м 2,3 580 000 руб.,85 238 руб./м2,1 эт. из 5,"Ленинский р-н, Московская, 3
Планировка: хрущевка
Готовое",2_room_ap,Leninsky,42.0,1,5,khrushchevka,finished,41627.90697674418
346,3-комн.,"Советский р-н, Петра Подзолкова, 6",67.57 м 2,7 300 000 руб.,108 036 руб./м2,2 эт. из 8,"Советский р-н, Петра Подзолкова, 6
Планировка: новая
Готовое",3_room_ap,Sovietskiy,67.57,2,8,new,finished,84883.72093023256
347,1-комн.,"Свердловский р-н, Семафорная, 249",36.00 м 2,3 540 000 руб.,98 333 руб./м2,8 эт. из 9,"Свердловский р-н, Семафорная, 249
Планировка: новая
Готовое",1_room_ap,Sverdlovsky,36.0,8,9,new,finished,41162.79069767442
348,1-комн.,"Железнодорожный р-н, Свободный, 29",30.00 м 2,3 100 000 руб.,103 333 руб./м2,2 эт. из 5,"Железнодорожный р-н, Свободный, 29
Планировка: улучшенная
Готовое",1_room_ap,Zheleznodorozhniy,30.0,2,5,improved,finished,36046.51162790698
349,1-комн.,"Советский р-н, 9 Мая, 18",38.80 м 2,4 600 000 руб.,118 557 руб./м2,6 эт. из 9,"Советский р-н, 9 Мая, 18
Планировка: индивидуальная
Готовое",1_room_ap,Sovietskiy,38.8,6,9,individual,finished,53488.37209302326
350,3-комн.,"Ленинский р-н, Песочная, 7",64.50 м 2,3 500 000 руб.,54 264 руб./м2,1 эт. из 2,"Ленинский р-н, Песочная, 7
Планировка: индивидуальная
Готовое",3_room_ap,Leninsky,64.5,1,2,individual,finished,40697.67441860465
351,2-комн.,"Советский р-н, Урванцева, 15",53.00 м 2,6 050 000 руб.,114 151 руб./м2,10 эт. из 10,"Советский р-н, Урванцева, 15
Планировка: новая
Готовое",2_room_ap,Sovietskiy,53.0,10,10,new,finished,70348.83720930232
352,1-комн.,"Советский р-н, 9 Мая, 63",32.60 м 2,4 400 000 руб.,134 969 руб./м2,9 эт. из 10,"Советский р-н, 9 Мая, 63
Планировка: новая
Готовое",1_room_ap,Sovietskiy,32.6,9,10,new,finished,51162.79069767442
353,2-комн.,"Октябрьский р-н, Норильская, 10а",60.10 м 2,5 000 000 руб.,83 195 руб./м2,2 эт. из 9,"Октябрьский р-н, Норильская, 10а
Планировка: новая
Готовое",2_room_ap,Oktyabrskiy,60.1,2,9,new,finished,58139.53488372093
354,2-комн.,"Октябрьский р-н, Елены Стасовой, 48б",61.70 м 2,5 800 000 руб.,94 003 руб./м2,4 эт. из 17,"Октябрьский р-н, Елены Стасовой, 48б
Планировка: новая
Готовое",2_room_ap,Oktyabrskiy,61.7,4,17,new,finished,67441.86046511628
355,Секцио.,"Советский р-н, Светлова, 3",28.00 м 2,1 000 000 руб.,35 714 руб./м2,4 эт. из 5,"Советский р-н, Светлова, 3
Планировка: секционка
Готовое",sectional_ap,Sovietskiy,28.0,4,5,section,finished,11627.906976744185
356,1-комн.,"Октябрьский р-н, 2-я Огородная, 26",47.00 м 2,6 500 000 руб.,138 298 руб./м2,16 эт. из 17,"Октябрьский р-н, 2-я Огородная, 26
Планировка: новая
Готовое",1_room_ap,Oktyabrskiy,47.0,16,17,new,finished,75581.3953488372
357,3-комн.,"Октябрьский р-н, Попова, 22",65.00 м 2,5 600 000 руб.,86 154 руб./м2,1 эт. из 5,"Октябрьский р-н, Попова, 22
Планировка: ленинградка
Готовое",3_room_ap,Oktyabrskiy,65.0,1,5,leningradka,finished,65116.27906976744
358,2-комн.,"Октябрьский р-н, Тотмина, 1г",61.20 м 2,6 500 000 руб.,106 209 руб./м2,8 эт. из 10,"Октябрьский р-н, Тотмина, 1г
Планировка: новая
Готовое",2_room_ap,Oktyabrskiy,61.2,8,10,new,finished,75581.3953488372
359,1-комн.,"Советский р-н, Спандаряна, 1",41.80 м 2,4 350 000 руб.,104 067 руб./м2,1 эт. из 17,"Советский р-н, Спандаряна, 1
Планировка: новая
Строится",1_room_ap,Sovietskiy,41.8,1,17,new,under_construction,50581.395348837206
360,2-комн.,"Железнодорожный р-н, Пролетарская, 1",49.40 м 2,5 200 000 руб.,105 263 руб./м2,5 эт. из 5,"Железнодорожный р-н, Пролетарская, 1
Планировка: улучшенная
Готовое",2_room_ap,Zheleznodorozhniy,49.4,5,5,improved,finished,60465.11627906977
361,1-комн.,"Ленинский р-н, Волгоградская, 15а",31.30 м 2,3 000 000 руб.,95 847 руб./м2,1 эт. из 5,"Ленинский р-н, Волгоградская, 15а
Планировка: хрущевка
Готовое",1_room_ap,Leninsky,31.3,1,5,khrushchevka,finished,34883.72093023256
362,Комнат.,"Свердловский р-н, Ключевская, 59",12.10 м 2,850 000 руб.,70 248 руб./м2,5 эт. из 9,"Свердловский р-н, Ключевская, 59
Планировка: комната в общежитии
Готовое",room,Sverdlovsky,12.1,5,9,dorm_room,finished,9883.720930232557
363,1-комн.,"Советский р-н, 9 Мая, 10",40.60 м 2,4 400 000 руб.,108 374 руб./м2,2 эт. из 10,"Советский р-н, 9 Мая, 10
Планировка: новая
Готовое",1_room_ap,Sovietskiy,40.6,2,10,new,finished,51162.79069767442
365,3-комн.,"Октябрьский р-н, Норильская, 20",65.00 м 2,5 400 000 руб.,83 077 руб./м2,20 эт. из 25,"Октябрьский р-н, Норильская, 20
Планировка: новая
Готовое",3_room_ap,Oktyabrskiy,65.0,20,25,new,finished,62790.6976744186
366,1-комн.,"Советский р-н, 60 лет Образования СССР, 36",36.00 м 2,3 800 000 руб.,105 556 руб./м2,9 эт. из 9,"Советский р-н, 60 лет Образования СССР, 36
Планировка: новая
Готовое",1_room_ap,Sovietskiy,36.0,9,9,new,finished,44186.04651162791
367,2-комн.,"Советский р-н, Партизана Железняка, 48в",35.10 м 2,6 000 000 руб.,170 940 руб./м2,2 эт. из 17,"Советский р-н, Партизана Железняка, 48в
Планировка: новая
Готовое",2_room_ap,Sovietskiy,35.1,2,17,new,finished,69767.44186046511
368,2-комн.,"Октябрьский р-н, Норильская, 54",62.90 м 2,4 890 000 руб.,77 742 руб./м2,16 эт. из 16,"Октябрьский р-н, Норильская, 54
Планировка: новая
Готовое",2_room_ap,Oktyabrskiy,62.9,16,16,new,finished,56860.46511627907
369,2-комн.,"Кировский р-н, Апрельская, 4",50.00 м 2,5 180 000 руб.,103 600 руб./м2,3 эт. из 9,"Кировский р-н, Апрельская, 4
Планировка: новая
Готовое",2_room_ap,Kirovsky,50.0,3,9,new,finished,60232.558139534885
370,2-комн.,"Октябрьский р-н, Норильская, 4а",66.70 м 2,6 200 000 руб.,92 954 руб./м2,11 эт. из 17,"Октябрьский р-н, Норильская, 4а
Планировка: новая
Готовое",2_room_ap,Oktyabrskiy,66.7,11,17,new,finished,72093.02325581395
371,2-комн.,"Октябрьский р-н, Норильская, 4д",64.80 м 2,6 999 500 руб.,108 017 руб./м2,5 эт. из 17,"Октябрьский р-н, Норильская, 4д
Планировка: новая
Готовое",2_room_ap,Oktyabrskiy,64.8,5,17,new,finished,81389.53488372093
372,2-комн.,"Кировский р-н, Гастелло, 42",45.40 м 2,3 400 000 руб.,74 890 руб./м2,2 эт. из 5,"Кировский р-н, Гастелло, 42
Планировка: хрущевка
Готовое",2_room_ap,Kirovsky,45.4,2,5,khrushchevka,finished,39534.88372093023
373,1-комн.,"Центральный р-н, Дмитрия Мартынова, 19",36.10 м 2,4 500 000 руб.,124 654 руб./м2,3 эт. из 10,"Центральный р-н, Дмитрия Мартынова, 19
Планировка: новая
Готовое",1_room_ap,Central,36.1,3,10,new,finished,52325.58139534884
374,1-комн.,"Советский р-н, Комсомольский, 23",38.60 м 2,4 060 000 руб.,105 181 руб./м2,4 эт. из 9,"Советский р-н, Комсомольский, 23
Планировка: индивидуальная
Готовое",1_room_ap,Sovietskiy,38.6,4,9,individual,finished,47209.3023255814
375,1-комн.,"Железнодорожный р-н, Спартаковцев, 73а",38.40 м 2,3 600 000 руб.,93 750 руб./м2,1 эт. из 5,"Железнодорожный р-н, Спартаковцев, 73а
Планировка: новая
Готовое",1_room_ap,Zheleznodorozhniy,38.4,1,5,new,finished,41860.46511627907
376,4-комн.,"Железнодорожный р-н, Копылова, 17",83.00 м 2,7 900 000 руб.,95 181 руб./м2,5 эт. из 10,"Железнодорожный р-н, Копылова, 17
Планировка: новая
Готовое",4_room_ap,Zheleznodorozhniy,83.0,5,10,new,finished,91860.46511627907
377,4-комн.,"Железнодорожный р-н, Копылова, 42",79.00 м 2,7 200 000 руб.,91 139 руб./м2,7 эт. из 9,"Железнодорожный р-н, Копылова, 42
Планировка: новая
Готовое",4_room_ap,Zheleznodorozhniy,79.0,7,9,new,finished,83720.93023255814
378,3-комн.,"Ленинский р-н, Даурская, 16",68.50 м 2,5 250 000 руб.,76 642 руб./м2,4 эт. из 9,"Ленинский р-н, Даурская, 16
Планировка: индивидуальная
Готовое",3_room_ap,Leninsky,68.5,4,9,individual,finished,61046.51162790698
379,1-комн.,"Ленинский р-н, Машиностроителей, 11а",44.30 м 2,3 800 000 руб.,85 779 руб./м2,9 эт. из 9,"Ленинский р-н, Машиностроителей, 11а
Планировка: индивидуальная
Готовое",1_room_ap,Leninsky,44.3,9,9,individual,finished,44186.04651162791
380,1-комн.,"Ленинский р-н, Аральская, 14",35.00 м 2,3 200 000 руб.,91 429 руб./м2,5 эт. из 9,"Ленинский р-н, Аральская, 14
Планировка: новая
Готовое",1_room_ap,Leninsky,35.0,5,9,new,finished,37209.3023255814
381,2-комн.,"Советский р-н, 78 Добровольческой Бригады, 26",63.50 м 2,9 300 000 руб.,146 457 руб./м2,8 эт. из 10,"Советский р-н, 78 Добровольческой Бригады, 26
Планировка: новая
Готовое",2_room_ap,Sovietskiy,63.5,8,10,new,finished,108139.53488372093
382,2-комн.,"Советский р-н, Урванцева, 6д",67.80 м 2,6 700 000 руб.,98 820 руб./м2,9 эт. из 10,"Советский р-н, Урванцева, 6д
Планировка: новая
Готовое",2_room_ap,Sovietskiy,67.8,9,10,new,finished,77906.97674418605
383,1-комн.,"Центральный р-н, Караульная, 38",38.00 м 2,4 200 000 руб.,110 526 руб./м2,10 эт. из 17,"Центральный р-н, Караульная, 38
Планировка: новая
Готовое",1_room_ap,Central,38.0,10,17,new,finished,48837.20930232558
385,3-комн.,"Центральный р-н, Дмитрия Мартынова, 30",70.30 м 2,9 500 000 руб.,135 135 руб./м2,8 эт. из 10,"Центральный р-н, Дмитрия Мартынова, 30
Планировка: новая
Готовое",3_room_ap,Central,70.3,8,10,new,finished,110465.11627906977
