,col_room_number,col_region,col_area,col_price,col_price_sq_m,col_floor,col_layout,flat_type,city_area,premises_area,floor,floor_tot,layout,status,price
1498,1-комн.,"Октябрьский р-н, Калинина, 175в",45.15 м 2,4 200 000 руб.,93 023 руб./м2,24 эт. из 25,"Октябрьский р-н, Калинина, 175в
Планировка: новая
Готовое",1_room_ap,Oktyabrskiy,45.15,24,25,new,finished,48837.20930232558
1500,2-комн.,"Советский р-н, Весны, 10",57.70 м 2,7 700 000 руб.,133 449 руб./м2,7 эт. из 10,"Советский р-н, Весны, 10
Планировка: индивидуальная
Готовое",2_room_ap,Sovietskiy,57.7,7,10,individual,finished,89534.88372093023
1501,1-комн.,"Советский р-н, Молокова, 1д",40.60 м 2,4 950 000 руб.,121 921 руб./м2,10 эт. из 10,"Советский р-н, Молокова, 1д
Планировка: новая
Готовое",1_room_ap,Sovietskiy,40.6,10,10,new,finished,57558.13953488372
1502,1-комн.,"Центральный р-н, Дмитрия Мартынова, 18",40.41 м 2,4 750 000 руб.,117 545 руб./м2,9 эт. из 14,"Центральный р-н, Дмитрия Мартынова, 18
Планировка: новая
Готовое",1_room_ap,Central,40.41,9,14,new,finished,55232.558139534885
1503,2-комн.,"Центральный р-н, Караульная, 42",50.00 м 2,5 300 000 руб.,106 000 руб./м2,17 эт. из 17,"Центральный р-н, Караульная, 42
Планировка: новая
Готовое",2_room_ap,Central,50.0,17,17,new,finished,61627.90697674418
1504,1-комн.,"Советский р-н, Ястынская, 19а",41.50 м 2,4 600 000 руб.,110 843 руб./м2,5 эт. из 16,"Советский р-н, Ястынская, 19а
Планировка: индивидуальная
Готовое",1_room_ap,Sovietskiy,41.5,5,16,individual,finished,53488.37209302326
1506,1-комн.,"Советский р-н, Ястынская, 10а",31.50 м 2,3 980 000 руб.,126 349 руб./м2,2 эт. из 10,"Советский р-н, Ястынская, 10а
Планировка: индивидуальная
Готовое",1_room_ap,Sovietskiy,31.5,2,10,individual,finished,46279.06976744186
1507,1-комн.,"Советский р-н, 9 Мая, 33",35.60 м 2,3 900 000 руб.,109 551 руб./м2,4 эт. из 9,"Советский р-н, 9 Мая, 33
Планировка: улучшенная
Готовое",1_room_ap,Sovietskiy,35.6,4,9,improved,finished,45348.83720930233
1508,1-комн.,"Советский р-н, Молокова, 31",32.00 м 2,4 200 000 руб.,131 250 руб./м2,1 эт. из 10,"Советский р-н, Молокова, 31
Планировка: новая
Готовое",1_room_ap,Sovietskiy,32.0,1,10,new,finished,48837.20930232558
1509,3-комн.,"Октябрьский р-н, Елены Стасовой, 48б",75.13 м 2,6 550 000 руб.,87 182 руб./м2,9 эт. из 17,"Октябрьский р-н, Елены Стасовой, 48б
Планировка: новая
Готовое",3_room_ap,Oktyabrskiy,75.13,9,17,new,finished,76162.79069767441
1510,1-комн.,"Кировский р-н, Аральская, 57",54.50 м 2,4 450 000 руб.,81 651 руб./м2,15 эт. из 17,"Кировский р-н, Аральская, 57
Планировка: новая
Готовое",1_room_ap,Kirovsky,54.5,15,17,new,finished,51744.186046511626
1511,2-комн.,"Октябрьский р-н, Академика Киренского, 58",51.00 м 2,5 550 000 руб.,108 824 руб./м2,3 эт. из 5,"Октябрьский р-н, Академика Киренского, 58
Планировка: новая
Готовое",2_room_ap,Oktyabrskiy,51.0,3,5,new,finished,64534.88372093023
1512,3-комн.,"Советский р-н, Краснодарская, 35",115.00 м 2,12 000 000 руб.,104 348 руб./м2,8 эт. из 9,"Советский р-н, Краснодарская, 35
Планировка: новая
Готовое",3_room_ap,Sovietskiy,115.0,8,9,new,finished,139534.88372093023
1513,2-комн.,"Советский р-н, 78 Добровольческой Бригады, 1",53.00 м 2,6 100 000 руб.,115 094 руб./м2,7 эт. из 9,"Советский р-н, 78 Добровольческой Бригады, 1
Планировка: улучшенная
Готовое",2_room_ap,Sovietskiy,53.0,7,9,improved,finished,70930.23255813954
1514,1-комн.,"Советский р-н, Молокова, 31в",31.00 м 2,4 100 000 руб.,132 258 руб./м2,1 эт. из 10,"Советский р-н, Молокова, 31в
Планировка: улучшенная
Готовое",1_room_ap,Sovietskiy,31.0,1,10,improved,finished,47674.41860465116
1515,4-комн.,"Советский р-н, Воронова, 11",62.30 м 2,5 150 000 руб.,82 665 руб./м2,5 эт. из 5,"Советский р-н, Воронова, 11
Планировка: новая
Готовое",4_room_ap,Sovietskiy,62.3,5,5,new,finished,59883.72093023256
1516,2-комн.,"Советский р-н, Весны, 9",53.50 м 2,6 150 000 руб.,114 953 руб./м2,2 эт. из 10,"Советский р-н, Весны, 9
Планировка: новая
Готовое",2_room_ap,Sovietskiy,53.5,2,10,new,finished,71511.62790697675
1517,1-комн.,"Советский р-н, Молокова, 31",31.00 м 2,4 180 000 руб.,134 839 руб./м2,1 эт. из 10,"Советский р-н, Молокова, 31
Планировка: улучшенная
Готовое",1_room_ap,Sovietskiy,31.0,1,10,improved,finished,48604.651162790695
1518,1-комн.,"Кировский р-н, Красноярский Рабочий, 96а",13.00 м 2,700 000 руб.,53 846 руб./м2,5 эт. из 5,"Кировский р-н, Красноярский Рабочий, 96а
Планировка: комната в квартире
Готовое",1_room_ap,Kirovsky,13.0,5,5,room_in_flat,finished,8139.53488372093
1519,1-комн.,"Центральный р-н, Любы Шевцовой, 74",32.00 м 2,3 990 000 руб.,124 688 руб./м2,2 эт. из 10,"Центральный р-н, Любы Шевцовой, 74
Планировка: новая
Готовое",1_room_ap,Central,32.0,2,10,new,finished,46395.348837209305
1520,3-комн.,"Советский р-н, Молокова, 40",67.00 м 2,7 500 000 руб.,111 940 руб./м2,8 эт. из 10,"Советский р-н, Молокова, 40
Планировка: новая
Готовое",3_room_ap,Sovietskiy,67.0,8,10,new,finished,87209.30232558139
1522,1-комн.,"Советский р-н, Ястынская, 15а",50.00 м 2,6 200 000 руб.,124 000 руб./м2,11 эт. из 16,"Советский р-н, Ястынская, 15а
Планировка: новая
Готовое",1_room_ap,Sovietskiy,50.0,11,16,new,finished,72093.02325581395
1523,1-комн.,"Советский р-н, Водопьянова, 6а",42.20 м 2,4 800 000 руб.,113 744 руб./м2,5 эт. из 10,"Советский р-н, Водопьянова, 6а
Планировка: новая
Готовое",1_room_ap,Sovietskiy,42.2,5,10,new,finished,55813.95348837209
1524,Секцио.,"Железнодорожный р-н, Маерчака, 14",18.00 м 2,1 600 000 руб.,88 889 руб./м2,2 эт. из 5,"Железнодорожный р-н, Маерчака, 14
Планировка: секционка
Готовое",sectional_ap,Zheleznodorozhniy,18.0,2,5,section,finished,18604.6511627907
1525,2-комн.,"Советский р-н, Молокова, 7",52.80 м 2,7 300 000 руб.,138 258 руб./м2,4 эт. из 10,"Советский р-н, Молокова, 7
Планировка: новая
Готовое",2_room_ap,Sovietskiy,52.8,4,10,new,finished,84883.72093023256
1526,1-комн.,"Кировский р-н, Транзитная, 28",29.70 м 2,3 000 000 руб.,101 010 руб./м2,2 эт. из 5,"Кировский р-н, Транзитная, 28
Планировка: хрущевка
Готовое",1_room_ap,Kirovsky,29.7,2,5,khrushchevka,finished,34883.72093023256
1527,1-комн.,"Кировский р-н, Западная, 14",30.80 м 2,3 100 000 руб.,100 649 руб./м2,3 эт. из 5,"Кировский р-н, Западная, 14
Планировка: хрущевка
Готовое",1_room_ap,Kirovsky,30.8,3,5,khrushchevka,finished,36046.51162790698
1528,2-комн.,"Октябрьский р-н, Свободный, 1.1.",50.70 м 2,5 500 000 руб.,108 481 руб./м2,2 эт. из 25,"Октябрьский р-н, Свободный, 1.1.
Планировка: новая
Строится",2_room_ap,Oktyabrskiy,50.7,2,25,new,under_construction,63953.48837209302
1530,2-комн.,"Железнодорожный р-н, Ладо Кецховели, 31б",71.96 м 2,9 200 000 руб.,127 849 руб./м2,17 эт. из 21,"Железнодорожный р-н, Ладо Кецховели, 31б
Планировка: новая
Строится",2_room_ap,Zheleznodorozhniy,71.96,17,21,new,under_construction,106976.74418604652
1532,3-комн.,"Советский р-н, 9 Мая, 12",68.00 м 2,6 800 000 руб.,100 000 руб./м2,3 эт. из 10,"Советский р-н, 9 Мая, 12
Планировка: новая
Готовое",3_room_ap,Sovietskiy,68.0,3,10,new,finished,79069.76744186046
1533,3-комн.,"Советский р-н, Аэровокзальная, 2к",59.60 м 2,4 600 000 руб.,77 181 руб./м2,3 эт. из 5,"Советский р-н, Аэровокзальная, 2к
Планировка: хрущевка
Готовое",3_room_ap,Sovietskiy,59.6,3,5,khrushchevka,finished,53488.37209302326
1534,4-комн.,"Советский р-н, Металлургов, 51",77.50 м 2,6 800 000 руб.,87 742 руб./м2,8 эт. из 9,"Советский р-н, Металлургов, 51
Планировка: новая
Готовое",4_room_ap,Sovietskiy,77.5,8,9,new,finished,79069.76744186046
1535,2-комн.,"Центральный р-н, Абытаевская, 4а",57.00 м 2,6 700 000 руб.,117 544 руб./м2,7 эт. из 10,"Центральный р-н, Абытаевская, 4а
Планировка: новая
Готовое",2_room_ap,Central,57.0,7,10,new,finished,77906.97674418605
1536,3-комн.,"Советский р-н, 9 Мая, 58б",66.60 м 2,6 600 000 руб.,99 099 руб./м2,3 эт. из 10,"Советский р-н, 9 Мая, 58б
Планировка: новая
Готовое",3_room_ap,Sovietskiy,66.6,3,10,new,finished,76744.18604651163
1537,1-комн.,"Центральный р-н, Дмитрия Мартынова, 21",40.50 м 2,5 000 000 руб.,123 457 руб./м2,5 эт. из 14,"Центральный р-н, Дмитрия Мартынова, 21
Планировка: новая
Готовое",1_room_ap,Central,40.5,5,14,new,finished,58139.53488372093
1538,1-комн.,"Центральный р-н, Водянникова, 2",32.00 м 2,3 580 000 руб.,111 875 руб./м2,3 эт. из 5,"Центральный р-н, Водянникова, 2
Планировка: хрущевка
Готовое",1_room_ap,Central,32.0,3,5,khrushchevka,finished,41627.90697674418
1539,2-комн.,"Центральный р-н, Дубровинского, 106",42.70 м 2,5 800 000 руб.,135 831 руб./м2,8 эт. из 9,"Центральный р-н, Дубровинского, 106
Планировка: улучшенная
Готовое",2_room_ap,Central,42.7,8,9,improved,finished,67441.86046511628
1540,3-комн.,"Центральный р-н, Мужества, 10б",53.80 м 2,6 800 000 руб.,126 394 руб./м2,13 эт. из 17,"Центральный р-н, Мужества, 10б
Планировка: новая
Готовое",3_room_ap,Central,53.8,13,17,new,finished,79069.76744186046
1541,3-комн.,"Свердловский р-н, Карамзина, 9",71.30 м 2,7 000 000 руб.,98 177 руб./м2,7 эт. из 10,"Свердловский р-н, Карамзина, 9
Планировка: новая
Готовое",3_room_ap,Sverdlovsky,71.3,7,10,new,finished,81395.3488372093
